ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LOCATION,WINDSPEED
4456,2019,9,7,5,15,50,Norwood,20.389999
4457,2019,9,7,5,15,60,Norwood,18.799999
4458,2019,9,7,5,30,0,Norwood,19.33
4459,2019,9,7,5,30,10,Norwood,21.08
4460,2019,9,7,5,30,20,Norwood,21.26
4461,2019,9,7,5,30,30,Norwood,19.6
4462,2019,9,7,5,30,40,Norwood,19.110001
4463,2019,9,7,5,30,50,Norwood,17.15
4464,2019,9,7,5,30,60,Norwood,16.549999
4465,2019,9,7,5,45,0,Norwood,17.75
4466,2019,9,7,5,45,10,Norwood,17.5
4467,2019,9,7,5,45,20,Norwood,17.26
4468,2019,9,7,5,45,30,Norwood,18.620001
4469,2019,9,7,5,45,40,Norwood,19.860001
4470,2019,9,7,5,45,50,Norwood,20.35
4471,2019,9,7,5,45,60,Norwood,20.040001
4472,2019,9,7,5,60,0,Norwood,18.299999
4473,2019,9,7,5,60,10,Norwood,18.879999
4474,2019,9,7,5,60,20,Norwood,17.59
4475,2019,9,7,5,60,30,Norwood,15.6
4476,2019,9,7,5,60,40,Norwood,16.6
4477,2019,9,7,5,60,50,Norwood,18.33
4478,2019,9,7,5,60,60,Norwood,17.299999
4479,2019,9,7,10,0,0,Norwood,17.59
4480,2019,9,7,10,0,10,Norwood,19.530001
4481,2019,9,7,10,0,20,Norwood,19.200001
4482,2019,9,7,10,0,30,Norwood,19.59
4483,2019,9,7,10,0,40,Norwood,19.24
4484,2019,9,7,10,0,50,Norwood,18.190001
4485,2019,9,7,10,0,60,Norwood,20.110001
4486,2019,9,7,10,15,0,Norwood,20.549999
4487,2019,9,7,10,15,10,Norwood,20.15
4488,2019,9,7,10,15,20,Norwood,18.879999
4489,2019,9,7,10,15,30,Norwood,19.33
4490,2019,9,7,10,15,40,Norwood,20.370001
4491,2019,9,7,10,15,50,Norwood,19.6
4492,2019,9,7,10,15,60,Norwood,20.82
4493,2019,9,7,10,30,0,Norwood,21.17
4494,2019,9,7,10,30,10,Norwood,22.15
4495,2019,9,7,10,30,20,Norwood,23.99
4496,2019,9,7,10,30,30,Norwood,24
4497,2019,9,7,10,30,40,Norwood,25.66
4498,2019,9,7,10,30,50,Norwood,24.57
4499,2019,9,7,10,30,60,Norwood,22.620001
4500,2019,9,7,10,45,0,Norwood,23.57
4501,2019,9,7,10,45,10,Norwood,25.4
4502,2019,9,7,10,45,20,Norwood,23.51
4503,2019,9,7,10,45,30,Norwood,22.530001
4504,2019,9,7,10,45,40,Norwood,21.370001
4505,2019,9,7,10,45,50,Norwood,21.4
4506,2019,9,7,10,45,60,Norwood,20.309999
4507,2019,9,7,10,60,0,Norwood,20.84
4508,2019,9,7,10,60,10,Norwood,20.110001
4509,2019,9,7,10,60,20,Norwood,18.84
4510,2019,9,7,10,60,30,Norwood,17.26
4511,2019,9,7,10,60,40,Norwood,19.15
4512,2019,9,7,10,60,50,Norwood,17.219999
4513,2019,9,7,10,60,60,Norwood,15.22
4514,2019,9,7,15,0,0,Norwood,16.1
4515,2019,9,7,15,0,10,Norwood,15.26
4516,2019,9,7,15,0,20,Norwood,16.459999
4517,2019,9,7,15,0,30,Norwood,18.309999
4518,2019,9,7,15,0,40,Norwood,17.700001
4519,2019,9,7,15,0,50,Norwood,15.95
4520,2019,9,7,15,0,60,Norwood,17.639999
4521,2019,9,7,15,15,0,Norwood,19.280001
4522,2019,9,7,15,15,10,Norwood,18.190001
4523,2019,9,7,15,15,20,Norwood,19.93
4524,2019,9,7,15,15,30,Norwood,20.709999
4525,2019,9,7,15,15,40,Norwood,22.440001
4526,2019,9,7,15,15,50,Norwood,21.59
4527,2019,9,7,15,15,60,Norwood,20.48
4528,2019,9,7,15,30,0,Norwood,21.969999
4529,2019,9,7,15,30,10,Norwood,21.57
4530,2019,9,7,15,30,20,Norwood,19.77
4531,2019,9,7,15,30,30,Norwood,21.08
4532,2019,9,7,15,30,40,Norwood,21.370001
4533,2019,9,7,15,30,50,Norwood,22.219999
4534,2019,9,7,15,30,60,Norwood,22.91
4535,2019,9,7,15,45,0,Norwood,21.5
4536,2019,9,7,15,45,10,Norwood,21.02
4537,2019,9,7,15,45,20,Norwood,22.57
4538,2019,9,7,15,45,30,Norwood,20.68
4539,2019,9,7,15,45,40,Norwood,21.24
4540,2019,9,7,15,45,50,Norwood,21.99
4541,2019,9,7,15,45,60,Norwood,22.200001
4542,2019,9,7,15,60,0,Norwood,23.110001
4543,2019,9,7,15,60,10,Norwood,24.57
4544,2019,9,7,15,60,20,Norwood,23.129999
4545,2019,9,7,15,60,30,Norwood,22.1
4546,2019,9,7,15,60,40,Norwood,21.68
4547,2019,9,7,15,60,50,Norwood,22.1
4548,2019,9,7,15,60,60,Norwood,22.280001
4549,2019,9,7,20,0,0,Norwood,24.24
4550,2019,9,7,20,0,10,Norwood,22.48
4551,2019,9,7,20,0,20,Norwood,22.620001
4552,2019,9,7,20,0,30,Norwood,23.200001
4553,2019,9,7,20,0,40,Norwood,22.459999
4554,2019,9,7,20,0,50,Norwood,21.59
4555,2019,9,7,20,0,60,Norwood,21.549999
4556,2019,9,7,20,15,0,Norwood,22.73
4557,2019,9,7,20,15,10,Norwood,24.68
4558,2019,9,7,20,15,20,Norwood,25.02
4559,2019,9,7,20,15,30,Norwood,26.129999
4560,2019,9,7,20,15,40,Norwood,25.02
4561,2019,9,7,20,15,50,Norwood,26.879999
4562,2019,9,7,20,15,60,Norwood,28.57
4563,2019,9,7,20,30,0,Norwood,29.799999
4564,2019,9,7,20,30,10,Norwood,28.17
4565,2019,9,7,20,30,20,Norwood,28.040001
4566,2019,9,7,20,30,30,Norwood,26.620001
4567,2019,9,7,20,30,40,Norwood,27.620001
4568,2019,9,7,20,30,50,Norwood,26.91
4569,2019,9,7,20,30,60,Norwood,26.99
4570,2019,9,7,20,45,0,Norwood,26.309999
4571,2019,9,7,20,45,10,Norwood,24.93
4572,2019,9,7,20,45,20,Norwood,24.639999
4573,2019,9,7,20,45,30,Norwood,25.51
4574,2019,9,7,20,45,40,Norwood,25.860001
4575,2019,9,7,20,45,50,Norwood,25.17
4576,2019,9,7,20,45,60,Norwood,24.879999
4577,2019,9,7,20,60,0,Norwood,26.110001
4578,2019,9,7,20,60,10,Norwood,25.639999
4579,2019,9,7,20,60,20,Norwood,25.6
4580,2019,9,7,20,60,30,Norwood,26.59
4581,2019,9,7,20,60,40,Norwood,26.799999
4582,2019,9,7,20,60,50,Norwood,27.110001
4583,2019,9,7,20,60,60,Norwood,25.370001
4584,2019,9,7,25,0,0,Norwood,23.51
4585,2019,9,7,25,0,10,Norwood,23.48
4586,2019,9,7,25,0,20,Norwood,22.370001
4587,2019,9,7,25,0,30,Norwood,23.48
4588,2019,9,7,25,0,40,Norwood,23.059999
4589,2019,9,7,25,0,50,Norwood,21.709999
4590,2019,9,7,25,0,60,Norwood,23.440001
4591,2019,9,7,25,15,0,Norwood,22.75
4592,2019,9,7,25,15,10,Norwood,21.459999
4593,2019,9,7,25,15,20,Norwood,23.309999
4594,2019,9,7,25,15,30,Norwood,22.93
4595,2019,9,7,25,15,40,Norwood,24.75
4596,2019,9,7,25,15,50,Norwood,25.309999
4597,2019,9,7,25,15,60,Norwood,24.26
4598,2019,9,7,25,30,0,Norwood,24.219999
4599,2019,9,7,25,30,10,Norwood,23.66
4600,2019,9,7,25,30,20,Norwood,25.639999
4601,2019,9,7,25,30,30,Norwood,26.299999
4602,2019,9,7,25,30,40,Norwood,27.24
4603,2019,9,7,25,30,50,Norwood,28.530001
4604,2019,9,7,25,30,60,Norwood,29.700001
4605,2019,9,7,25,45,0,Norwood,31.17
4606,2019,9,7,25,45,10,Norwood,32.060001
4607,2019,9,7,25,45,20,Norwood,30.51
4608,2019,9,7,25,45,30,Norwood,28.84
4609,2019,9,7,25,45,40,Norwood,28.66
4610,2019,9,7,25,45,50,Norwood,30.42
4611,2019,9,7,25,45,60,Norwood,28.440001
4612,2019,9,7,25,60,0,Norwood,30.15
4613,2019,9,7,25,60,10,Norwood,31.790001
4614,2019,9,7,25,60,20,Norwood,32.060001
4615,2019,9,7,25,60,30,Norwood,32.509998
4616,2019,9,7,25,60,40,Norwood,32.200001
4617,2019,9,7,25,60,50,Norwood,33.790001
4618,2019,9,7,25,60,60,Norwood,32.419998
4619,2019,9,8,0,0,0,Norwood,32.240002
4620,2019,9,8,0,0,10,Norwood,31.08
4621,2019,9,8,0,0,20,Norwood,29.389999
4622,2019,9,8,0,0,30,Norwood,30.99
4623,2019,9,8,0,0,40,Norwood,32.66
4624,2019,9,8,0,0,50,Norwood,32.099998
4625,2019,9,8,0,0,60,Norwood,33.220001
4626,2019,9,8,0,15,0,Norwood,34.220001
4627,2019,9,8,0,15,10,Norwood,35.75
4628,2019,9,8,0,15,20,Norwood,36.509998
4629,2019,9,8,0,15,30,Norwood,34.799999
4630,2019,9,8,0,15,40,Norwood,34.75
4631,2019,9,8,0,15,50,Norwood,33.330002
4632,2019,9,8,0,15,60,Norwood,33.240002
4633,2019,9,8,0,30,0,Norwood,33.02
4634,2019,9,8,0,30,10,Norwood,32.990002
4635,2019,9,8,0,30,20,Norwood,33.389999
4636,2019,9,8,0,30,30,Norwood,33.91
4637,2019,9,8,0,30,40,Norwood,35.619999
4638,2019,9,8,0,30,50,Norwood,34.369999
4639,2019,9,8,0,30,60,Norwood,33.349998
4640,2019,9,8,0,45,0,Norwood,34.060001
4641,2019,9,8,0,45,10,Norwood,35.040001
4642,2019,9,8,0,45,20,Norwood,33.200001
4643,2019,9,8,0,45,30,Norwood,32.169998
4644,2019,9,8,0,45,40,Norwood,30.73
4645,2019,9,8,0,45,50,Norwood,29.57
4646,2019,9,8,0,45,60,Norwood,30.5
4647,2019,9,8,0,60,0,Norwood,28.5
4648,2019,9,8,0,60,10,Norwood,28.530001
4649,2019,9,8,0,60,20,Norwood,30.4
4650,2019,9,8,0,60,30,Norwood,31.82
4651,2019,9,8,0,60,40,Norwood,30.68
4652,2019,9,8,0,60,50,Norwood,30.77
4653,2019,9,8,0,60,60,Norwood,29.99
4654,2019,9,8,5,0,0,Norwood,30.68
4655,2019,9,8,5,0,10,Norwood,29.08
4656,2019,9,8,5,0,20,Norwood,29.59
4657,2019,9,8,5,0,30,Norwood,27.6
4658,2019,9,8,5,0,40,Norwood,28.84
4659,2019,9,8,5,0,50,Norwood,29.299999
4660,2019,9,8,5,0,60,Norwood,30.530001
4661,2019,9,8,5,15,0,Norwood,29.309999
4662,2019,9,8,5,15,10,Norwood,27.309999
4663,2019,9,8,5,15,20,Norwood,26.84
4664,2019,9,8,5,15,30,Norwood,24.969999
4665,2019,9,8,5,15,40,Norwood,25.24
4666,2019,9,8,5,15,50,Norwood,25.6
4667,2019,9,8,5,15,60,Norwood,25.48
4668,2019,9,8,5,30,0,Norwood,25.190001
4669,2019,9,8,5,30,10,Norwood,26.440001
4670,2019,9,8,5,30,20,Norwood,28
4671,2019,9,8,5,30,30,Norwood,27.57
4672,2019,9,8,5,30,40,Norwood,27.129999
4673,2019,9,8,5,30,50,Norwood,27.73
4674,2019,9,8,5,30,60,Norwood,29.1
4675,2019,9,8,5,45,0,Norwood,30.35
4676,2019,9,8,5,45,10,Norwood,28.620001
4677,2019,9,8,5,45,20,Norwood,26.860001
4678,2019,9,8,5,45,30,Norwood,25.110001
4679,2019,9,8,5,45,40,Norwood,24.1
4680,2019,9,8,5,45,50,Norwood,23.66
4681,2019,9,8,5,45,60,Norwood,25.08
4682,2019,9,8,5,60,0,Norwood,23.42
4683,2019,9,8,5,60,10,Norwood,24.57
4684,2019,9,8,5,60,20,Norwood,23.299999
4685,2019,9,8,5,60,30,Norwood,25.26
4686,2019,9,8,5,60,40,Norwood,23.860001
4687,2019,9,8,5,60,50,Norwood,22.5
4688,2019,9,8,5,60,60,Norwood,24.219999
4689,2019,9,8,10,0,0,Norwood,23.5
4690,2019,9,8,10,0,10,Norwood,21.700001
4691,2019,9,8,10,0,20,Norwood,21.950001
4692,2019,9,8,10,0,30,Norwood,23.309999
4693,2019,9,8,10,0,40,Norwood,24.950001
4694,2019,9,8,10,0,50,Norwood,25.040001
4695,2019,9,8,10,0,60,Norwood,25.530001
4696,2019,9,8,10,15,0,Norwood,26.6
4697,2019,9,8,10,15,10,Norwood,24.620001
4698,2019,9,8,10,15,20,Norwood,25.68
4699,2019,9,8,10,15,30,Norwood,24.700001
4700,2019,9,8,10,15,40,Norwood,25.530001
4701,2019,9,8,10,15,50,Norwood,25.42
4702,2019,9,8,10,15,60,Norwood,27.299999
4703,2019,9,8,10,30,0,Norwood,28.389999
4704,2019,9,8,10,30,10,Norwood,27.530001
4705,2019,9,8,10,30,20,Norwood,27.1
4706,2019,9,8,10,30,30,Norwood,25.700001
4707,2019,9,8,10,30,40,Norwood,23.700001
4708,2019,9,8,10,30,50,Norwood,25.370001
4709,2019,9,8,10,30,60,Norwood,24.700001
4710,2019,9,8,10,45,0,Norwood,25.33
4711,2019,9,8,10,45,10,Norwood,24.299999
4712,2019,9,8,10,45,20,Norwood,24.59
4713,2019,9,8,10,45,30,Norwood,25.77
4714,2019,9,8,10,45,40,Norwood,26.370001
4715,2019,9,8,10,45,50,Norwood,26.879999
4716,2019,9,8,10,45,60,Norwood,27.799999
4717,2019,9,8,10,60,0,Norwood,27.040001
4718,2019,9,8,10,60,10,Norwood,25.15
4719,2019,9,8,10,60,20,Norwood,25.59
4720,2019,9,8,10,60,30,Norwood,24.6
4721,2019,9,8,10,60,40,Norwood,22.620001
4722,2019,9,8,10,60,50,Norwood,21.309999
4723,2019,9,8,10,60,60,Norwood,21.389999
4724,2019,9,8,15,0,0,Norwood,23.1
4725,2019,9,8,15,0,10,Norwood,23.129999
4726,2019,9,8,15,0,20,Norwood,21.91
4727,2019,9,8,15,0,30,Norwood,22.389999
4728,2019,9,8,15,0,40,Norwood,23.33
4729,2019,9,8,15,0,50,Norwood,24.040001
4730,2019,9,8,15,0,60,Norwood,24.110001
4731,2019,9,8,15,15,0,Norwood,24.879999
4732,2019,9,8,15,15,10,Norwood,26.66
4733,2019,9,8,15,15,20,Norwood,25.4
4734,2019,9,8,15,15,30,Norwood,23.860001
4735,2019,9,8,15,15,40,Norwood,24.860001
4736,2019,9,8,15,15,50,Norwood,24.389999
4737,2019,9,8,15,15,60,Norwood,26.110001
4738,2019,9,8,15,30,0,Norwood,26.33
4739,2019,9,8,15,30,10,Norwood,25.799999
4740,2019,9,8,15,30,20,Norwood,25.459999
4741,2019,9,8,15,30,30,Norwood,25
4742,2019,9,8,15,30,40,Norwood,24.110001
4743,2019,9,8,15,30,50,Norwood,22.75
4744,2019,9,8,15,30,60,Norwood,24.059999
4745,2019,9,8,15,45,0,Norwood,22.620001
4746,2019,9,8,15,45,10,Norwood,21.309999
4747,2019,9,8,15,45,20,Norwood,22.799999
4748,2019,9,8,15,45,30,Norwood,23.620001
4749,2019,9,8,15,45,40,Norwood,23.190001
4750,2019,9,8,15,45,50,Norwood,22.530001
4751,2019,9,8,15,45,60,Norwood,20.969999
4752,2019,9,8,15,60,0,Norwood,22.309999
4753,2019,9,8,15,60,10,Norwood,22.82
4754,2019,9,8,15,60,20,Norwood,22.129999
4755,2019,9,8,15,60,30,Norwood,21.110001
4756,2019,9,8,15,60,40,Norwood,21.309999
4757,2019,9,8,15,60,50,Norwood,20.4
4758,2019,9,8,15,60,60,Norwood,18.530001
4759,2019,9,8,20,0,0,Norwood,19.389999
4760,2019,9,8,20,0,10,Norwood,19.48
4761,2019,9,8,20,0,20,Norwood,19.620001
4762,2019,9,8,20,0,30,Norwood,21.309999
4763,2019,9,8,20,0,40,Norwood,22.459999
4764,2019,9,8,20,0,50,Norwood,21.99
4765,2019,9,8,20,0,60,Norwood,21.700001
4766,2019,9,8,20,15,0,Norwood,22.040001
4767,2019,9,8,20,15,10,Norwood,22.08
4768,2019,9,8,20,15,20,Norwood,22.219999
4769,2019,9,8,20,15,30,Norwood,20.66
4770,2019,9,8,20,15,40,Norwood,22.5
4771,2019,9,8,20,15,50,Norwood,21.200001
4772,2019,9,8,20,15,60,Norwood,21.530001
4773,2019,9,8,20,30,0,Norwood,22.91
4774,2019,9,8,20,30,10,Norwood,22.799999
4775,2019,9,8,20,30,20,Norwood,20.91
4776,2019,9,8,20,30,30,Norwood,19.440001
4777,2019,9,8,20,30,40,Norwood,18.280001
4778,2019,9,8,20,30,50,Norwood,17.969999
4779,2019,9,8,20,30,60,Norwood,16.190001
4780,2019,9,8,20,45,0,Norwood,14.44
4781,2019,9,8,20,45,10,Norwood,15.51
4782,2019,9,8,20,45,20,Norwood,16.200001
4783,2019,9,8,20,45,30,Norwood,16.4
4784,2019,9,8,20,45,40,Norwood,15.51
4785,2019,9,8,20,45,50,Norwood,13.51
4786,2019,9,8,20,45,60,Norwood,12.39
4787,2019,9,8,20,60,0,Norwood,12.93
4788,2019,9,8,20,60,10,Norwood,14.06
4789,2019,9,8,20,60,20,Norwood,13.7
4790,2019,9,8,20,60,30,Norwood,12.7
4791,2019,9,8,20,60,40,Norwood,11.99
4792,2019,9,8,20,60,50,Norwood,10.77
4793,2019,9,8,20,60,60,Norwood,11.73
4794,2019,9,8,25,0,0,Norwood,13.64
4795,2019,9,8,25,0,10,Norwood,11.9
4796,2019,9,8,25,0,20,Norwood,12.44
4797,2019,9,8,25,0,30,Norwood,11.04
4798,2019,9,8,25,0,40,Norwood,11.99
4799,2019,9,8,25,0,50,Norwood,13.15
4800,2019,9,8,25,0,60,Norwood,12.2
4801,2019,9,8,25,15,0,Norwood,12.42
4802,2019,9,8,25,15,10,Norwood,11.4
4803,2019,9,8,25,15,20,Norwood,10.39
4804,2019,9,8,25,15,30,Norwood,9.6
4805,2019,9,8,25,15,40,Norwood,10.59
4806,2019,9,8,25,15,50,Norwood,12.33
4807,2019,9,8,25,15,60,Norwood,10.7
4808,2019,9,8,25,30,0,Norwood,11.04
4809,2019,9,8,25,30,10,Norwood,10.17
4810,2019,9,8,25,30,20,Norwood,9.95
4811,2019,9,8,25,30,30,Norwood,9.6
4812,2019,9,8,25,30,40,Norwood,10.44
4813,2019,9,8,25,30,50,Norwood,10.75
4814,2019,9,8,25,30,60,Norwood,11.1
4815,2019,9,8,25,45,0,Norwood,12.9
4816,2019,9,8,25,45,10,Norwood,13.59
4817,2019,9,8,25,45,20,Norwood,14.6
4818,2019,9,8,25,45,30,Norwood,16.280001
4819,2019,9,8,25,45,40,Norwood,18.040001
4820,2019,9,8,25,45,50,Norwood,19.91
4821,2019,9,8,25,45,60,Norwood,21.51
4822,2019,9,8,25,60,0,Norwood,22.66
4823,2019,9,8,25,60,10,Norwood,21.190001
4824,2019,9,8,25,60,20,Norwood,19.84
4825,2019,9,8,25,60,30,Norwood,20.950001
4826,2019,9,8,25,60,40,Norwood,21.75
4827,2019,9,8,25,60,50,Norwood,20.969999
4828,2019,9,8,25,60,60,Norwood,19.700001
4829,2019,9,9,0,0,0,Norwood,18.75
4830,2019,9,9,0,0,10,Norwood,19.1
4831,2019,9,9,0,0,20,Norwood,17.1
4832,2019,9,9,0,0,30,Norwood,18.459999
4833,2019,9,9,0,0,40,Norwood,17.190001
4834,2019,9,9,0,0,50,Norwood,18.709999
4835,2019,9,9,0,0,60,Norwood,18.93
4836,2019,9,9,0,15,0,Norwood,20.879999
4837,2019,9,9,0,15,10,Norwood,18.91
4838,2019,9,9,0,15,20,Norwood,18.68
4839,2019,9,9,0,15,30,Norwood,18.24
4840,2019,9,9,0,15,40,Norwood,16.860001
4841,2019,9,9,0,15,50,Norwood,15.73
4842,2019,9,9,0,15,60,Norwood,15.33
4843,2019,9,9,0,30,0,Norwood,14.11
4844,2019,9,9,0,30,10,Norwood,14.6
4845,2019,9,9,0,30,20,Norwood,15.39
4846,2019,9,9,0,30,30,Norwood,13.39
4847,2019,9,9,0,30,40,Norwood,12.97
4848,2019,9,9,0,30,50,Norwood,12.06
4849,2019,9,9,0,30,60,Norwood,10.97
4850,2019,9,9,0,45,0,Norwood,12.4
4851,2019,9,9,0,45,10,Norwood,12.53
4852,2019,9,9,0,45,20,Norwood,11.42
4853,2019,9,9,0,45,30,Norwood,10.44
4854,2019,9,9,0,45,40,Norwood,11.15
4855,2019,9,9,0,45,50,Norwood,12.04
4856,2019,9,9,0,45,60,Norwood,13.37
4857,2019,9,9,0,60,0,Norwood,13.71
4858,2019,9,9,0,60,10,Norwood,15.08
4859,2019,9,9,0,60,20,Norwood,15.06
4860,2019,9,9,0,60,30,Norwood,13.19
4861,2019,9,9,0,60,40,Norwood,14.6
4862,2019,9,9,0,60,50,Norwood,12.6
4863,2019,9,9,0,60,60,Norwood,14.51
4864,2019,9,9,5,0,0,Norwood,13.28
4865,2019,9,9,5,0,10,Norwood,15.17
4866,2019,9,9,5,0,20,Norwood,15.04
4867,2019,9,9,5,0,30,Norwood,16.059999
4868,2019,9,9,5,0,40,Norwood,14.99
4869,2019,9,9,5,0,50,Norwood,14.88
4870,2019,9,9,5,0,60,Norwood,15.66
4871,2019,9,9,5,15,0,Norwood,16.84
4872,2019,9,9,5,15,10,Norwood,17.219999
4873,2019,9,9,5,15,20,Norwood,15.53
4874,2019,9,9,5,15,30,Norwood,15.59
4875,2019,9,9,5,15,40,Norwood,14.57
4876,2019,9,9,5,15,50,Norwood,16.549999
4877,2019,9,9,5,15,60,Norwood,15.19
4878,2019,9,9,5,30,0,Norwood,13.95
4879,2019,9,9,5,30,10,Norwood,13.02
4880,2019,9,9,5,30,20,Norwood,14.6
4881,2019,9,9,5,30,30,Norwood,15.88
4882,2019,9,9,5,30,40,Norwood,16.51
4883,2019,9,9,5,30,50,Norwood,14.64
4884,2019,9,9,5,30,60,Norwood,13.04
4885,2019,9,9,5,45,0,Norwood,11.53
4886,2019,9,9,5,45,10,Norwood,11.9
4887,2019,9,9,5,45,20,Norwood,10.91
4888,2019,9,9,5,45,30,Norwood,9.11
4889,2019,9,9,5,45,40,Norwood,9.26
4890,2019,9,9,5,45,50,Norwood,8.51
4891,2019,9,9,5,45,60,Norwood,9.88
4892,2019,9,9,5,60,0,Norwood,11.84
4893,2019,9,9,5,60,10,Norwood,12.4
4894,2019,9,9,5,60,20,Norwood,12.1
4895,2019,9,9,5,60,30,Norwood,12.86
4896,2019,9,9,5,60,40,Norwood,12.02
4897,2019,9,9,5,60,50,Norwood,12.39
4898,2019,9,9,5,60,60,Norwood,13.66
4899,2019,9,9,10,0,0,Norwood,13.24
4900,2019,9,9,10,0,10,Norwood,13.73
4901,2019,9,9,10,0,20,Norwood,13.15
4902,2019,9,9,10,0,30,Norwood,11.24
4903,2019,9,9,10,0,40,Norwood,10.2
4904,2019,9,9,10,0,50,Norwood,11.8
4905,2019,9,9,10,0,60,Norwood,12.53
4906,2019,9,9,10,15,0,Norwood,13.62
4907,2019,9,9,10,15,10,Norwood,12.99
4908,2019,9,9,10,15,20,Norwood,14.5
4909,2019,9,9,10,15,30,Norwood,15.3
4910,2019,9,9,10,15,40,Norwood,14.35
4911,2019,9,9,10,15,50,Norwood,12.91
4912,2019,9,9,10,15,60,Norwood,13.57
4913,2019,9,9,10,30,0,Norwood,14.06
4914,2019,9,9,10,30,10,Norwood,15.15
4915,2019,9,9,10,30,20,Norwood,16.59
4916,2019,9,9,10,30,30,Norwood,15.88
4917,2019,9,9,10,30,40,Norwood,16.48
4918,2019,9,9,10,30,50,Norwood,16.879999
4919,2019,9,9,10,30,60,Norwood,16.08
4920,2019,9,9,10,45,0,Norwood,16.700001
4921,2019,9,9,10,45,10,Norwood,17.35
4922,2019,9,9,10,45,20,Norwood,15.5
4923,2019,9,9,10,45,30,Norwood,14.4
4924,2019,9,9,10,45,40,Norwood,16.26
4925,2019,9,9,10,45,50,Norwood,15.48
4926,2019,9,9,10,45,60,Norwood,16.059999
4927,2019,9,9,10,60,0,Norwood,14.84
4928,2019,9,9,10,60,10,Norwood,16.389999
4929,2019,9,9,10,60,20,Norwood,17.370001
4930,2019,9,9,10,60,30,Norwood,17.309999
4931,2019,9,9,10,60,40,Norwood,18.110001
4932,2019,9,9,10,60,50,Norwood,17.66
4933,2019,9,9,10,60,60,Norwood,16.700001
4934,2019,9,9,15,0,0,Norwood,16.309999
4935,2019,9,9,15,0,10,Norwood,17.5
4936,2019,9,9,15,0,20,Norwood,16.549999
4937,2019,9,9,15,0,30,Norwood,16.440001
4938,2019,9,9,15,0,40,Norwood,17.389999
4939,2019,9,9,15,0,50,Norwood,16.440001
4940,2019,9,9,15,0,60,Norwood,18.02
4941,2019,9,9,15,15,0,Norwood,19.91
4942,2019,9,9,15,15,10,Norwood,19.51
4943,2019,9,9,15,15,20,Norwood,19
4944,2019,9,9,15,15,30,Norwood,20.549999
4945,2019,9,9,15,15,40,Norwood,19.200001
4946,2019,9,9,15,15,50,Norwood,19.15
4947,2019,9,9,15,15,60,Norwood,19.42
4948,2019,9,9,15,30,0,Norwood,19.969999
4949,2019,9,9,15,30,10,Norwood,18.219999
4950,2019,9,9,15,30,20,Norwood,17.93
4951,2019,9,9,15,30,30,Norwood,19.389999
4952,2019,9,9,15,30,40,Norwood,20.6
4953,2019,9,9,15,30,50,Norwood,20.389999
4954,2019,9,9,15,30,60,Norwood,19.299999
4955,2019,9,9,15,45,0,Norwood,18.24
4956,2019,9,9,15,45,10,Norwood,17.24
4957,2019,9,9,15,45,20,Norwood,17.860001
4958,2019,9,9,15,45,30,Norwood,16.35
4959,2019,9,9,15,45,40,Norwood,17.24
4960,2019,9,9,15,45,50,Norwood,15.4
4961,2019,9,9,15,45,60,Norwood,14.71
4962,2019,9,9,15,60,0,Norwood,12.99
4963,2019,9,9,15,60,10,Norwood,11.97
4964,2019,9,9,15,60,20,Norwood,12.19
4965,2019,9,9,15,60,30,Norwood,14.15
4966,2019,9,9,15,60,40,Norwood,14.82
4967,2019,9,9,15,60,50,Norwood,14.24
4968,2019,9,9,15,60,60,Norwood,14.02
4969,2019,9,9,20,0,0,Norwood,12.97
4970,2019,9,9,20,0,10,Norwood,12.37
4971,2019,9,9,20,0,20,Norwood,12.24
4972,2019,9,9,20,0,30,Norwood,14.13
4973,2019,9,9,20,0,40,Norwood,15.13
4974,2019,9,9,20,0,50,Norwood,15.9
4975,2019,9,9,20,0,60,Norwood,14.75
4976,2019,9,9,20,15,0,Norwood,16.040001
4977,2019,9,9,20,15,10,Norwood,16.219999
4978,2019,9,9,20,15,20,Norwood,14.35
4979,2019,9,9,20,15,30,Norwood,12.84
4980,2019,9,9,20,15,40,Norwood,12.7
4981,2019,9,9,20,15,50,Norwood,11.31
4982,2019,9,9,20,15,60,Norwood,11.3
4983,2019,9,9,20,30,0,Norwood,13.19
4984,2019,9,9,20,30,10,Norwood,12.3
4985,2019,9,9,20,30,20,Norwood,10.46
4986,2019,9,9,20,30,30,Norwood,12.15
4987,2019,9,9,20,30,40,Norwood,11.26
4988,2019,9,9,20,30,50,Norwood,11.59
4989,2019,9,9,20,30,60,Norwood,13.35
4990,2019,9,9,20,45,0,Norwood,13.26
4991,2019,9,9,20,45,10,Norwood,15.06
4992,2019,9,9,20,45,20,Norwood,15.4
4993,2019,9,9,20,45,30,Norwood,14.5
4994,2019,9,9,20,45,40,Norwood,14.59
4995,2019,9,9,20,45,50,Norwood,14.77
4996,2019,9,9,20,45,60,Norwood,14.26
4997,2019,9,9,20,60,0,Norwood,13.51
4998,2019,9,9,20,60,10,Norwood,12.71
4999,2019,9,9,20,60,20,Norwood,11.33
5000,2019,9,9,20,60,30,Norwood,11.5
5001,2019,9,9,20,60,40,Norwood,11.04
5002,2019,9,9,20,60,50,Norwood,10.75
5003,2019,9,9,20,60,60,Norwood,12.55
5004,2019,9,9,25,0,0,Norwood,11.77
5005,2019,9,9,25,0,10,Norwood,10.84
